"","input_number","input","target_number","target","name","description","namespace"
"3282",3282,"AT2G42220","3282.1","AT2G42220","AT2G42220","Rhodanese/Cell cycle control phosphatase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818822]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3283",3283,"AT2G39240","3283.1","AT2G39240","AT2G39240","RNA polymerase I specific transcription initiation factor RRN3 protein [Source:NCBI gene (formerly Entrezgene);Acc:818509]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3284",3284,"AT2G44490","3284.1","AT2G44490","PEN2","Glycosyl hydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819056]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3285",3285,"AT2G31380","3285.1","AT2G31380","STH","salt tolerance homologue [Source:NCBI gene (formerly Entrezgene);Acc:817696]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3286",3286,"AT2G22330","3286.1","AT2G22330","CYP79B3","cytochrome P450, family 79, subfamily B, polypeptide 3 [Source:NCBI gene (formerly Entrezgene);Acc:816765]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3287",3287,"AT2G05590","3287.1","AT2G05590","AT2G05590","TLD-domain containing nucleolar protein [Source:NCBI gene (formerly Entrezgene);Acc:815108]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3288",3288,"AT2G25140","3288.1","AT2G25140","CLPB4","casein lytic proteinase B4 [Source:NCBI gene (formerly Entrezgene);Acc:817052]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3289",3289,"AT2G41660","3289.1","AT2G41660","MIZ1","MIZU-KUSSEI-like protein (Protein of unknown function, DUF617) [Source:NCBI gene (formerly Entrezgene);Acc:818764]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3290",3290,"AT2G05440","3290.1","AT2G05440","GRP9","GLYCINE RICH PROTEIN 9 [Source:NCBI gene (formerly Entrezgene);Acc:815093]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3291",3291,"AT2G34920","3291.1","AT2G34920","EDA18","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818057]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3292",3292,"AT2G40320","3292.1","AT2G40320","TBL33","TRICHOME BIREFRINGENCE-LIKE 33 [Source:NCBI gene (formerly Entrezgene);Acc:818625]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3293",3293,"AT2G41880","3293.1","AT2G41880","GK-1","guanylate kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:818788]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3294",3294,"AT2G37930","3294.1","AT2G37930","AT2G37930","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3295",3295,"AT2G27590","3295.1","AT2G27590","AT2G27590","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817305]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3296",3296,"AT2G23180","3296.1","AT2G23180","CYP96A1","cytochrome P450, family 96, subfamily A, polypeptide 1 [Source:NCBI gene (formerly Entrezgene);Acc:816850]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3297",3297,"AT2G46000","3297.1","AT2G46000","AT2G46000","LDL receptor wingless signaling/trafficking chaperone [Source:NCBI gene (formerly Entrezgene);Acc:819208]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3298",3298,"AT2G37380","3298.1","AT2G37380","MAKR3","membrane-associated kinase regulator [Source:NCBI gene (formerly Entrezgene);Acc:818314]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3299",3299,"AT2G28930","3299.1","AT2G28930","PK1B","protein kinase 1B [Source:NCBI gene (formerly Entrezgene);Acc:817442]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3300",3300,"AT2G24330","3300.1","AT2G24330","AT2G24330","integral membrane metal-binding family protein (DUF2296) [Source:NCBI gene (formerly Entrezgene);Acc:816969]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3301",3301,"AT2G30990","3301.1","AT2G30990","AT2G30990","arginine N-methyltransferase, putative (DUF688) [Source:NCBI gene (formerly Entrezgene);Acc:817650]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3302",3302,"AT2G28510","3302.1","AT2G28510","AT2G28510","Dof-type zinc finger DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:817399]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3303",3303,"AT2G38500","3303.1","AT2G38500","AT2G38500","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818432]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3304",3304,"AT2G21510","3304.1","AT2G21510","AT2G21510","DNAJ heat shock N-terminal domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:816690]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3305",3305,"AT2G01420","3305.1","AT2G01420","PIN4","Auxin efflux carrier family protein [Source:NCBI gene (formerly Entrezgene);Acc:814670]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3306",3306,"AT2G45920","3306.1","AT2G45920","AT2G45920","U-box domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:819200]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3307",3307,"AT2G46510","3307.1","AT2G46510","AIB","ABA-inducible BHLH-type transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:819262]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3308",3308,"AT2G43680","3308.1","AT2G43680","IQD14","IQ-domain 14 [Source:NCBI gene (formerly Entrezgene);Acc:818970]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3309",3309,"AT2G30860","3309.1","AT2G30860","GSTF9","glutathione S-transferase PHI 9 [Source:NCBI gene (formerly Entrezgene);Acc:817636]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3310",3310,"AT2G44670","3310.1","AT2G44670","AT2G44670","senescence-associated family protein (DUF581) [Source:NCBI gene (formerly Entrezgene);Acc:819075]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3311",3311,"AT2G47800","3311.1","AT2G47800","ABCC4","multidrug resistance-associated protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:819392]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3312",3312,"AT2G47190","3312.1","AT2G47190","MYB2","myb domain protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:819332]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3313",3313,"AT2G42300","3313.1","AT2G42300","AT2G42300","basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818831]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3314",3314,"AT2G27500","3314.1","AT2G27500","AT2G27500","Glycosyl hydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817295]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3315",3315,"AT2G20630","3315.1","AT2G20630","PIA1","PP2C induced by AVRRPM1 [Source:NCBI gene (formerly Entrezgene);Acc:816590]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3316",3316,"AT2G26740","3316.1","AT2G26740","SEH","soluble epoxide hydrolase [Source:NCBI gene (formerly Entrezgene);Acc:817215]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3317",3317,"AT2G02860","3317.1","AT2G02860","SUT2","sucrose transporter 2 [Source:NCBI gene (formerly Entrezgene);Acc:814817]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3318",3318,"AT2G29630","3318.1","AT2G29630","THIC","thiaminC [Source:NCBI gene (formerly Entrezgene);Acc:817513]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3319",3319,"AT2G26110","3319.1","AT2G26110","AT2G26110","bromodomain protein (DUF761) [Source:NCBI gene (formerly Entrezgene);Acc:817151]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3320",3320,"AT2G21340","3320.1","AT2G21340","AT2G21340","MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:816673]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3321",3321,"AT2G35930","3321.1","AT2G35930","PUB23","plant U-box 23 [Source:NCBI gene (formerly Entrezgene);Acc:818166]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3322",3322,"AT2G43350","3322.1","AT2G43350","GPX3","glutathione peroxidase 3 [Source:NCBI gene (formerly Entrezgene);Acc:818936]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3323",3323,"AT2G26710","3323.1","AT2G26710","BAS1","Cytochrome P450 superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817212]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3324",3324,"AT2G30040","3324.1","AT2G30040","MAPKKK14","mitogen-activated protein kinase kinase kinase 14 [Source:NCBI gene (formerly Entrezgene);Acc:817555]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3325",3325,"AT2G29680","3325.1","AT2G29680","CDC6","cell division control 6 [Source:NCBI gene (formerly Entrezgene);Acc:817518]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3326",3326,"AT2G02590","3326.1","AT2G02590","AT2G02590","small multi-drug export protein [Source:NCBI gene (formerly Entrezgene);Acc:814789]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3327",3327,"AT2G23890","3327.1","AT2G23890","AT2G23890","HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase [Source:NCBI gene (formerly Entrezgene);Acc:816921]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3328",3328,"AT2G43550","3328.1","AT2G43550","AT2G43550","scorpion toxin-like knottin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818957]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3329",3329,"AT2G06255","3329.1","AT2G06255","ELF4-L3","ELF4-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:815182]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3330",3330,"AT2G32130","3330.1","AT2G32130","AT2G32130","intracellular protein transporter, putative (DUF641) [Source:NCBI gene (formerly Entrezgene);Acc:817772]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3331",3331,"AT2G18660","3331.1","AT2G18660","PNP-A","plant natriuretic peptide A [Source:NCBI gene (formerly Entrezgene);Acc:816381]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3332",3332,"AT2G32235","3332.1","AT2G32235","AT2G32235","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3333",3333,"AT2G22910","3333.1","AT2G22910","NAGS1","N-acetyl-l-glutamate synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:816822]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3334",3334,"AT2G20562","3334.1","AT2G20562","AT2G20562","taximin [Source:NCBI gene (formerly Entrezgene);Acc:5007888]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3335",3335,"AT2G02100","3335.1","AT2G02100","LCR69","low-molecular-weight cysteine-rich 69 [Source:NCBI gene (formerly Entrezgene);Acc:814741]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3336",3336,"AT2G41150","3336.1","AT2G41150","AT2G41150","plant/protein [Source:NCBI gene (formerly Entrezgene);Acc:818714]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3337",3337,"AT2G17840","3337.1","AT2G17840","ERD7","Senescence/dehydration-associated protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:816293]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3338",3338,"AT2G01650","3338.1","AT2G01650","PUX2","plant UBX domain-containing protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:814694]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3339",3339,"AT2G37550","3339.1","AT2G37550","AGD7","ARF-GAP domain 7 [Source:NCBI gene (formerly Entrezgene);Acc:818331]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3340",3340,"AT2G27920","3340.1","AT2G27920","SCPL51","serine carboxypeptidase-like 51 [Source:NCBI gene (formerly Entrezgene);Acc:817336]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3341",3341,"AT2G36540","3341.1","AT2G36540","AT2G36540","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818227]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3342",3342,"AT2G42010","3342.1","AT2G42010","PLDBETA1","phospholipase D beta 1 [Source:NCBI gene (formerly Entrezgene);Acc:818802]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3343",3343,"AT2G18950","3343.1","AT2G18950","HPT1","homogentisate phytyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:816412]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3344",3344,"AT2G32210","3344.1","AT2G32210","AT2G32210","cysteine-rich/transmembrane domain A-like protein [Source:NCBI gene (formerly Entrezgene);Acc:817780]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3345",3345,"AT2G40330","3345.1","AT2G40330","PYL6","PYR1-like 6 [Source:NCBI gene (formerly Entrezgene);Acc:818626]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3346",3346,"AT2G38480","3346.1","AT2G38480","AT2G38480","Uncharacterized protein family (UPF0497) [Source:NCBI gene (formerly Entrezgene);Acc:818430]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3347",3347,"AT2G02450","3347.1","AT2G02450","LOV1","NAC domain containing protein 35 [Source:NCBI gene (formerly Entrezgene);Acc:814775]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3348",3348,"AT2G20835","3348.1","AT2G20835","AT2G20835","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3349",3349,"AT2G26530","3349.1","AT2G26530","AR781","AR781, pheromone receptor-like protein (DUF1645) [Source:NCBI gene (formerly Entrezgene);Acc:817194]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3350",3350,"AT2G32290","3350.1","AT2G32290","BAM6","beta-amylase 6 [Source:NCBI gene (formerly Entrezgene);Acc:817789]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3351",3351,"AT2G03550","3351.1","AT2G03550","AT2G03550","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:814884]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3352",3352,"AT2G39850","3352.1","AT2G39850","AT2G39850","Subtilisin-like serine endopeptidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818572]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3353",3353,"AT2G02060","3353.1","AT2G02060","AT2G02060","Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:814737]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3354",3354,"AT2G45400","3354.1","AT2G45400","BEN1","NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819146]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3355",3355,"AT2G26480","3355.1","AT2G26480","UGT76D1","UDP-glucosyl transferase 76D1 [Source:NCBI gene (formerly Entrezgene);Acc:817189]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3356",3356,"AT2G02580","3356.1","AT2G02580","CYP71B9","cytochrome P450, family 71, subfamily B, polypeptide 9 [Source:NCBI gene (formerly Entrezgene);Acc:814788]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3357",3357,"AT2G36890","3357.1","AT2G36890","RAX2","Duplicated homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818262]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3358",3358,"AT2G32540","3358.1","AT2G32540","CSLB04","cellulose synthase-like B4 [Source:NCBI gene (formerly Entrezgene);Acc:817815]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3359",3359,"AT2G46720","3359.1","AT2G46720","KCS13","3-ketoacyl-CoA synthase 13 [Source:NCBI gene (formerly Entrezgene);Acc:819284]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3360",3360,"AT2G47220","3360.1","AT2G47220","DUF5","polyribonucleotide phosphorylase, putative (DOMAIN OF UNKNOWN FUNCTION 724 5) [Source:NCBI gene (formerly Entrezgene);Acc:819335]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3361",3361,"AT2G39130","3361.1","AT2G39130","AT2G39130","Transmembrane amino acid transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:818499]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3362",3362,"AT2G46640","3362.1","AT2G46640","AT2G46640","NAD-dependent protein deacetylase HST1-like protein [Source:NCBI gene (formerly Entrezgene);Acc:819276]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3363",3363,"AT2G31110","3363.1","AT2G31110","AT2G31110","trichome birefringence-like protein (DUF828) [Source:NCBI gene (formerly Entrezgene);Acc:817667]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3364",3364,"AT2G32250","3364.1","AT2G32250","FRS2","FAR1-related sequence 2 [Source:NCBI gene (formerly Entrezgene);Acc:817785]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3365",3365,"AT2G19880","3365.1","AT2G19880","AT2G19880","Nucleotide-diphospho-sugar transferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:816507]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3366",3366,"AT2G43060","3366.1","AT2G43060","IBH1","ILI1 binding bHLH 1 [Source:NCBI gene (formerly Entrezgene);Acc:818908]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3367",3367,"AT2G44660","3367.1","AT2G44660","AT2G44660","ALG6, ALG8 glycosyltransferase family [Source:NCBI gene (formerly Entrezgene);Acc:819074]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3368",3368,"AT2G37430","3368.1","AT2G37430","ZAT11","C2H2 and C2HC zinc fingers superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818319]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3369",3369,"AT2G38530","3369.1","AT2G38530","LTP2","lipid transfer protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:818435]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3370",3370,"AT2G37130","3370.1","AT2G37130","AT2G37130","Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818289]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"3371",3371,"AT2G01140","3371.1","AT2G01140","PDE345","Aldolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:814643]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"3372",3372,"AT2G37585","3372.1","AT2G37585","AT2G37585","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818335]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
