"","input_number","input","target_number","target","name","description","namespace"
"611",610,"AT2G30040","610.1","AT2G30040","MAPKKK14","mitogen-activated protein kinase kinase kinase 14 [Source:NCBI gene (formerly Entrezgene);Acc:817555]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"612",611,"AT2G28830","611.1","AT2G28830","PUB12","armadillo/beta-catenin repeat protein [Source:NCBI gene (formerly Entrezgene);Acc:817432]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"613",612,"AT2G41890","612.1","AT2G41890","AT2G41890","curculin-like (mannose-binding) lectin family protein / PAN domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:818789]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"614",613,"AT2G23810","613.1","AT2G23810","TET8","tetraspanin8 [Source:NCBI gene (formerly Entrezgene);Acc:816913]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"615",614,"AT2G32130","614.1","AT2G32130","AT2G32130","intracellular protein transporter, putative (DUF641) [Source:NCBI gene (formerly Entrezgene);Acc:817772]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"616",615,"AT2G20562","615.1","AT2G20562","AT2G20562","taximin [Source:NCBI gene (formerly Entrezgene);Acc:5007888]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"617",616,"AT2G23320","616.1","AT2G23320","WRKY15","WRKY DNA-binding protein 15 [Source:NCBI gene (formerly Entrezgene);Acc:816864]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"618",617,"AT2G20950","617.1","AT2G20950","AT2G20950","phospholipase-like protein (PEARLI 4) family protein [Source:NCBI gene (formerly Entrezgene);Acc:816629]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"619",618,"AT2G17840","618.1","AT2G17840","ERD7","Senescence/dehydration-associated protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:816293]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"620",619,"AT2G26530","619.1","AT2G26530","AR781","AR781, pheromone receptor-like protein (DUF1645) [Source:NCBI gene (formerly Entrezgene);Acc:817194]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"621",620,"AT2G36400","620.1","AT2G36400","GRF3","growth-regulating factor 3 [Source:NCBI gene (formerly Entrezgene);Acc:818213]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"622",621,"AT2G29720","621.1","AT2G29720","CTF2B","FAD/NAD(P)-binding oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:817522]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"623",622,"AT2G01340","622.1","AT2G01340","At17.1","plastid movement impaired protein [Source:NCBI gene (formerly Entrezgene);Acc:814662]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"624",623,"AT2G37430","623.1","AT2G37430","ZAT11","C2H2 and C2HC zinc fingers superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818319]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"625",624,"AT2G23270","624.1","AT2G23270","AT2G23270","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:816859]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"626",625,"AT2G19500","625.1","AT2G19500","CKX2","cytokinin oxidase 2 [Source:NCBI gene (formerly Entrezgene);Acc:816469]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"627",626,"AT2G26080","626.1","AT2G26080","GLDP2","glycine decarboxylase P-protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:817149]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"628",627,"AT2G17705","627.1","AT2G17705","AT2G17705","methionine-S-oxide reductase [Source:NCBI gene (formerly Entrezgene);Acc:816279]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"629",628,"AT2G30230","628.1","AT2G30230","AT2G30230","6,7-dimethyl-8-ribityllumazine synthase [Source:NCBI gene (formerly Entrezgene);Acc:817573]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"630",629,"AT2G39660","629.1","AT2G39660","BIK1","botrytis-induced kinase1 [Source:NCBI gene (formerly Entrezgene);Acc:818549]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"631",630,"AT2G31945","630.1","AT2G31945","AT2G31945","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:817753]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"632",631,"AT2G41100","631.1","AT2G41100","TCH3","Calcium-binding EF hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:818709]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"633",632,"AT2G38470","632.1","AT2G38470","WRKY33","WRKY DNA-binding protein 33 [Source:NCBI gene (formerly Entrezgene);Acc:818429]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"634",633,"AT2G43290","633.1","AT2G43290","MSS3","Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:818931]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"635",634,"AT2G19450","634.1","AT2G19450","TAG1","membrane bound O-acyl transferase (MBOAT) family protein [Source:NCBI gene (formerly Entrezgene);Acc:816464]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"636",635,"AT2G36220","635.1","AT2G36220","AT2G36220","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"637",636,"AT2G32800","636.1","AT2G32800","AP4.3A","protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:817841]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"638",637,"AT2G25295","637.1","AT2G25295","LCR81","low-molecular-weight cysteine-rich 81 [Source:NCBI gene (formerly Entrezgene);Acc:3767828]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"639",638,"AT2G20142","638.1","AT2G20142","AT2G20142","Toll-Interleukin-Resistance (TIR) domain family protein [Source:NCBI gene (formerly Entrezgene);Acc:2745551]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"640",639,"AT2G32140","639.1","AT2G32140","AT2G32140","transmembrane receptor [Source:NCBI gene (formerly Entrezgene);Acc:817773]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"641",640,"AT2G25290","640.1","AT2G25290","Phox1","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:817067]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"642",641,"AT2G24610","641.1","AT2G24610","CNGC14","cyclic nucleotide-gated channel 14 [Source:NCBI gene (formerly Entrezgene);Acc:816997]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"643",642,"AT2G30720","642.1","AT2G30720","AT2G30720","Thioesterase/thiol ester dehydrase-isomerase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817623]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"644",643,"AT2G29110","643.1","AT2G29110","GLR2.8","glutamate receptor 2.8 [Source:NCBI gene (formerly Entrezgene);Acc:817459]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"645",644,"AT2G35710","644.1","AT2G35710","PGSIP7","Nucleotide-diphospho-sugar transferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818140]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"646",645,"AT2G13650","645.1","AT2G13650","GONST1","golgi nucleotide sugar transporter 1 [Source:NCBI gene (formerly Entrezgene);Acc:815850]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"647",646,"AT2G05940","646.1","AT2G05940","RIPK","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:815147]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"648",647,"AT2G23200","647.1","AT2G23200","AT2G23200","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:816852]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"649",648,"AT2G33710","648.1","AT2G33710","AT2G33710","Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817936]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"650",649,"AT2G27080","649.1","AT2G27080","AT2G27080","Late embryosis abundant (LEA) hydroxyproline-rich glycoprotein family [Source:NCBI gene (formerly Entrezgene);Acc:817250]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"651",650,"AT2G40095","650.1","AT2G40095","AT2G40095","Alpha/beta hydrolase related protein [Source:NCBI gene (formerly Entrezgene);Acc:818598]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"652",651,"AT2G40000","651.1","AT2G40000","HSPRO2","ortholog of sugar beet HS1 PRO-1 2 [Source:NCBI gene (formerly Entrezgene);Acc:818588]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"653",652,"AT2G47060","652.1","AT2G47060","PTI1-4","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819320]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"654",653,"AT2G41110","653.1","AT2G41110","CAM2","calmodulin 2 [Source:NCBI gene (formerly Entrezgene);Acc:818710]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"655",654,"AT2G28720","654.1","AT2G28720","AT2G28720","Histone superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817421]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"656",655,"AT2G40300","655.1","AT2G40300","FER4","ferritin 4 [Source:NCBI gene (formerly Entrezgene);Acc:818622]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"657",656,"AT2G26190","656.1","AT2G26190","AT2G26190","calmodulin-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:817159]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"658",657,"AT2G18210","657.1","AT2G18210","AT2G18210","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"659",658,"AT2G32030","658.1","AT2G32030","AT2G32030","Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817763]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"660",659,"AT2G39650","659.1","AT2G39650","AT2G39650","cruciferin (DUF506) [Source:NCBI gene (formerly Entrezgene);Acc:818548]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"661",660,"AT2G22840","660.1","AT2G22840","GRF1","growth-regulating factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:816815]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"662",661,"AT2G44840","661.1","AT2G44840","ERF13","ethylene-responsive element binding factor 13 [Source:NCBI gene (formerly Entrezgene);Acc:819093]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"663",662,"AT2G20960","662.1","AT2G20960","pEARLI4","phospholipase-like protein (PEARLI 4) family protein [Source:NCBI gene (formerly Entrezgene);Acc:816630]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"664",663,"AT2G17040","663.1","AT2G17040","NAC036","NAC domain containing protein 36 [Source:NCBI gene (formerly Entrezgene);Acc:816209]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"665",664,"AT2G19710","664.1","AT2G19710","AT2G19710","Regulator of Vps4 activity in the MVB pathway protein [Source:NCBI gene (formerly Entrezgene);Acc:816490]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"666",665,"AT2G22500","665.1","AT2G22500","UCP5","uncoupling protein 5 [Source:NCBI gene (formerly Entrezgene);Acc:816783]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"667",666,"AT2G40140","666.1","AT2G40140","CZF1","zinc finger (CCCH-type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:818605]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"668",667,"AT2G29090","667.1","AT2G29090","CYP707A2","cytochrome P450, family 707, subfamily A, polypeptide 2 [Source:NCBI gene (formerly Entrezgene);Acc:817457]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"669",668,"AT2G46790","668.1","AT2G46790","PRR9","pseudo-response regulator 9 [Source:NCBI gene (formerly Entrezgene);Acc:819292]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"670",669,"AT2G46500","669.1","AT2G46500","PI4K GAMMA 4","phosphoinositide 4-kinase gamma 4 [Source:NCBI gene (formerly Entrezgene);Acc:819260]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"671",670,"AT2G33060","670.1","AT2G33060","RLP27","receptor like protein 27 [Source:NCBI gene (formerly Entrezgene);Acc:817868]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"672",671,"AT2G21660","671.1","AT2G21660","GRP7","cold, circadian rhythm, and rna binding 2 [Source:NCBI gene (formerly Entrezgene);Acc:816705]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"673",672,"AT2G41010","672.1","AT2G41010","CAMBP25","calmodulin (CAM)-binding protein of 25 kDa [Source:NCBI gene (formerly Entrezgene);Acc:818701]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"674",673,"AT2G06345","673.1","AT2G06345","AT2G06345","ncRNA [Source:NCBI gene (formerly Entrezgene);Acc:28717706]","ARRAYEXPRESS,ENSG,ENTREZGENE,WIKIGENE"
"675",674,"AT2G09225","674.1","AT2G09225","AT2G09225","ncRNA [Source:NCBI gene (formerly Entrezgene);Acc:28718108]","ARRAYEXPRESS,ENSG,ENTREZGENE,WIKIGENE"
"676",675,"AT4G17490","675.1","AT4G17490","ERF6","ethylene responsive element binding factor 6 [Source:NCBI gene (formerly Entrezgene);Acc:827463]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"677",676,"AT4G34150","676.1","AT4G34150","AT4G34150","Calcium-dependent lipid-binding (CaLB domain) family protein [Source:NCBI gene (formerly Entrezgene);Acc:829563]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"678",677,"AT4G35480","677.1","AT4G35480","RHA3B","RING-H2 finger A3B [Source:NCBI gene (formerly Entrezgene);Acc:829700]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"679",678,"AT4G31800","678.1","AT4G31800","WRKY18","WRKY DNA-binding protein 18 [Source:NCBI gene (formerly Entrezgene);Acc:829308]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"680",679,"AT4G18197","679.1","AT4G18197","PUP7","purine permease 7 [Source:NCBI gene (formerly Entrezgene);Acc:3770303]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"681",680,"AT4G36920","680.1","AT4G36920","AP2","Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829845]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"682",681,"AT4G37670","681.1","AT4G37670","NAGS2","N-acetyl-l-glutamate synthase 2 [Source:NCBI gene (formerly Entrezgene);Acc:829921]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"683",682,"AT4G38530","682.1","AT4G38530","PLC1","phospholipase C1 [Source:NCBI gene (formerly Entrezgene);Acc:830010]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"684",683,"AT4G35110","683.1","AT4G35110","AT4G35110","phospholipase-like protein (PEARLI 4) family protein [Source:NCBI gene (formerly Entrezgene);Acc:829663]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"685",684,"AT4G16141","684.1","AT4G16141","AT4G16141","GATA type zinc finger transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:827301]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"686",685,"AT4G29610","685.1","AT4G29610","AT4G29610","Cytidine/deoxycytidylate deaminase family protein [Source:NCBI gene (formerly Entrezgene);Acc:829082]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"687",686,"AT4G01010","686.1","AT4G01010","CNGC13","cyclic nucleotide-gated channel 13 [Source:NCBI gene (formerly Entrezgene);Acc:826427]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"688",687,"AT4G20780","687.1","AT4G20780","CML42","calmodulin like 42 [Source:NCBI gene (formerly Entrezgene);Acc:827826]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"689",688,"AT4G37095","688.1","AT4G37095","AT4G37095","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"690",689,"AT4G19520","689.1","AT4G19520","AT4G19520","disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:827694]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"691",690,"AT4G25030","690.1","AT4G25030","AT4G25030","Serine/Threonine-kinase [Source:NCBI gene (formerly Entrezgene);Acc:828606]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"692",691,"AT4G28400","691.1","AT4G28400","AT4G28400","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:828957]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"693",692,"AT4G31550","692.1","AT4G31550","WRKY11","WRKY DNA-binding protein 11 [Source:NCBI gene (formerly Entrezgene);Acc:829282]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"694",693,"AT4G18205","693.1","AT4G18205","AT4G18205","Nucleotide-sugar transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:3770304]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"695",694,"AT4G33050","694.1","AT4G33050","EDA39","calmodulin-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:829442]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"696",695,"AT4G11000","695.1","AT4G11000","AT4G11000","Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:826701]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"697",696,"AT4G23810","696.1","AT4G23810","WRKY53","WRKY family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:828481]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"698",697,"AT4G32020","697.1","AT4G32020","AT4G32020","serine/arginine repetitive matrix-like protein [Source:NCBI gene (formerly Entrezgene);Acc:829333]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"699",698,"AT4G17250","698.1","AT4G17250","AT4G17250","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:827439]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"700",699,"AT4G38860","699.1","AT4G38860","AT4G38860","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:830041]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"701",700,"AT4G23180","700.1","AT4G23180","CRK10","cysteine-rich RLK (RECEPTOR-like protein kinase) 10 [Source:NCBI gene (formerly Entrezgene);Acc:828417]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"702",701,"AT4G17230","701.1","AT4G17230","SCL13","SCARECROW-like 13 [Source:NCBI gene (formerly Entrezgene);Acc:827435]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"703",702,"AT4G39580","702.1","AT4G39580","AT4G39580","Galactose oxidase/kelch repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830112]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"704",703,"AT4G08500","703.1","AT4G08500","MEKK1","MAPK/ERK kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:826409]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
