"","input_number","input","target_number","target","name","description","namespace"
"1250",1249,"AT4G28400","1249.1","AT4G28400","AT4G28400","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:828957]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1251",1250,"AT4G17810","1250.1","AT4G17810","AT4G17810","C2H2 and C2HC zinc fingers superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827503]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1252",1251,"AT4G33430","1251.1","AT4G33430","BAK1","BRI1-associated receptor kinase [Source:NCBI gene (formerly Entrezgene);Acc:829480]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1253",1252,"AT4G32410","1252.1","AT4G32410","CESA1","cellulose synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:829376]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1254",1253,"AT4G05010","1253.1","AT4G05010","FBS3","F-box family protein [Source:NCBI gene (formerly Entrezgene);Acc:825843]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1255",1254,"AT4G02130","1254.1","AT4G02130","GATL6","galacturonosyltransferase 6 [Source:NCBI gene (formerly Entrezgene);Acc:827438]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1256",1255,"AT4G18205","1255.1","AT4G18205","AT4G18205","Nucleotide-sugar transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:3770304]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1257",1256,"AT4G17180","1256.1","AT4G17180","AT4G17180","O-Glycosyl hydrolases family 17 protein [Source:NCBI gene (formerly Entrezgene);Acc:827429]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1258",1257,"AT4G33050","1257.1","AT4G33050","EDA39","calmodulin-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:829442]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1259",1258,"AT4G11000","1258.1","AT4G11000","AT4G11000","Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:826701]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1260",1259,"AT4G35320","1259.1","AT4G35320","AT4G35320","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1261",1260,"AT4G23820","1260.1","AT4G23820","AT4G23820","Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828482]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1262",1261,"AT4G23810","1261.1","AT4G23810","WRKY53","WRKY family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:828481]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1263",1262,"AT4G38400","1262.1","AT4G38400","EXLA2","expansin-like A2 [Source:NCBI gene (formerly Entrezgene);Acc:829997]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1264",1263,"AT4G17250","1263.1","AT4G17250","AT4G17250","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:827439]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1265",1264,"AT4G38860","1264.1","AT4G38860","AT4G38860","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:830041]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1266",1265,"AT4G23180","1265.1","AT4G23180","CRK10","cysteine-rich RLK (RECEPTOR-like protein kinase) 10 [Source:NCBI gene (formerly Entrezgene);Acc:828417]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1267",1266,"AT4G17230","1266.1","AT4G17230","SCL13","SCARECROW-like 13 [Source:NCBI gene (formerly Entrezgene);Acc:827435]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1268",1267,"AT4G39580","1267.1","AT4G39580","AT4G39580","Galactose oxidase/kelch repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830112]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1269",1268,"AT4G26540","1268.1","AT4G26540","AT4G26540","Leucine-rich repeat receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828760]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1270",1269,"AT4G00970","1269.1","AT4G00970","CRK41","cysteine-rich RLK (RECEPTOR-like protein kinase) 41 [Source:NCBI gene (formerly Entrezgene);Acc:827936]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1271",1270,"AT4G14400","1270.1","AT4G14400","ACD6","ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:827085]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1272",1271,"AT4G37800","1271.1","AT4G37800","XTH7","xyloglucan endotransglucosylase/hydrolase 7 [Source:NCBI gene (formerly Entrezgene);Acc:829936]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1273",1272,"AT4G24790","1272.1","AT4G24790","AT4G24790","AAA-type ATPase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828581]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1274",1273,"AT4G28490","1273.1","AT4G28490","HAE","Leucine-rich receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828967]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1275",1274,"AT4G36150","1274.1","AT4G36150","AT4G36150","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:829772]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1276",1275,"AT4G11170","1275.1","AT4G11170","AT4G11170","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:826718]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1277",1276,"AT4G37240","1276.1","AT4G37240","AT4G37240","HTH-type transcriptional regulator [Source:NCBI gene (formerly Entrezgene);Acc:829878]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1278",1277,"AT4G23190","1277.1","AT4G23190","CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11 [Source:NCBI gene (formerly Entrezgene);Acc:828418]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1279",1278,"AT4G11280","1278.1","AT4G11280","ACS6","1-aminocyclopropane-1-carboxylic acid (acc) synthase 6 [Source:NCBI gene (formerly Entrezgene);Acc:826730]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1280",1279,"AT4G21380","1279.1","AT4G21380","RK3","receptor kinase 3 [Source:NCBI gene (formerly Entrezgene);Acc:827890]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1281",1280,"AT4G25070","1280.1","AT4G25070","AT4G25070","caldesmon-like protein [Source:NCBI gene (formerly Entrezgene);Acc:828610]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1282",1281,"AT4G36140","1281.1","AT4G36140","AT4G36140","disease resistance protein (TIR-NBS-LRR class) [Source:NCBI gene (formerly Entrezgene);Acc:829771]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1283",1282,"AT4G09160","1282.1","AT4G09160","AT4G09160","SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein [Source:NCBI gene (formerly Entrezgene);Acc:826497]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1284",1283,"AT4G28050","1283.1","AT4G28050","TET7","tetraspanin7 [Source:NCBI gene (formerly Entrezgene);Acc:828920]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1285",1284,"AT4G01310","1284.1","AT4G01310","AT4G01310","Ribosomal L5P family protein [Source:NCBI gene (formerly Entrezgene);Acc:827947]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1286",1285,"AT4G33930","1285.1","AT4G33930","AT4G33930","Cupredoxin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829538]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1287",1286,"AT4G32350","1286.1","AT4G32350","AT4G32350","Regulator of Vps4 activity in the MVB pathway protein [Source:NCBI gene (formerly Entrezgene);Acc:829369]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1288",1287,"AT4G34760","1287.1","AT4G34760","AT4G34760","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:829628]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1289",1288,"AT4G39230","1288.1","AT4G39230","AT4G39230","NmrA-like negative transcriptional regulator family protein [Source:NCBI gene (formerly Entrezgene);Acc:830078]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1290",1289,"AT4G13395","1289.1","AT4G13395","RTFL12","ROTUNDIFOLIA like 12 [Source:NCBI gene (formerly Entrezgene);Acc:5008138]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1291",1290,"AT4G04700","1290.1","AT4G04700","CPK27","calcium-dependent protein kinase 27 [Source:NCBI gene (formerly Entrezgene);Acc:825805]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1292",1291,"AT4G38850","1291.1","AT4G38850","SAUR15","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:830040]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1293",1292,"AT4G02220","1292.1","AT4G02220","AT4G02220","zinc finger (MYND type) family protein / programmed cell death 2 C-terminal domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:828106]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1294",1293,"AT4G27240","1293.1","AT4G27240","AT4G27240","zinc finger (C2H2 type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:828832]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1295",1294,"AT4G17870","1294.1","AT4G17870","PYR1","Polyketide cyclase/dehydrase and lipid transport superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827510]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1296",1295,"AT4G39890","1295.1","AT4G39890","RABH1c","RAB GTPase homolog H1C [Source:NCBI gene (formerly Entrezgene);Acc:830148]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1297",1296,"AT4G11070","1296.1","AT4G11070","WRKY41","WRKY family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:826708]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1298",1297,"AT4G27410","1297.1","AT4G27410","RD26","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828849]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1299",1298,"AT4G17680","1298.1","AT4G17680","AT4G17680","SBP (S-ribonuclease binding protein) family protein [Source:NCBI gene (formerly Entrezgene);Acc:827488]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1300",1299,"AT4G32295","1299.1","AT4G32295","AT4G32295","histone acetyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:829364]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1301",1300,"AT4G28330","1300.1","AT4G28330","AT4G28330","pyrroline-5-carboxylate reductase [Source:NCBI gene (formerly Entrezgene);Acc:828948]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1302",1301,"AT4G13930","1301.1","AT4G13930","SHM4","serine hydroxymethyltransferase 4 [Source:NCBI gene (formerly Entrezgene);Acc:827027]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1303",1302,"AT4G26670","1302.1","AT4G26670","AT4G26670","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein [Source:NCBI gene (formerly Entrezgene);Acc:828774]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1304",1303,"AT4G22670","1303.1","AT4G22670","HIP1","HSP70-interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:828363]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1305",1304,"AT4G00400","1304.1","AT4G00400","GPAT8","glycerol-3-phosphate acyltransferase 8 [Source:NCBI gene (formerly Entrezgene);Acc:828140]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1306",1305,"AT4G01220","1305.1","AT4G01220","MGP4","Nucleotide-diphospho-sugar transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828028]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1307",1306,"AT4G22770","1306.1","AT4G22770","AT4G22770","AT hook motif DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:828376]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1308",1307,"AT4G03390","1307.1","AT4G03390","SRF3","STRUBBELIG-receptor family 3 [Source:NCBI gene (formerly Entrezgene);Acc:827941]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1309",1308,"AT4G20830","1308.1","AT4G20830","AT4G20830","FAD-binding Berberine family protein [Source:NCBI gene (formerly Entrezgene);Acc:827831]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1310",1309,"AT4G08040","1309.1","AT4G08040","ACS11","1-aminocyclopropane-1-carboxylate synthase 11 [Source:NCBI gene (formerly Entrezgene);Acc:826317]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1311",1310,"AT4G21940","1310.1","AT4G21940","CPK15","calcium-dependent protein kinase 15 [Source:NCBI gene (formerly Entrezgene);Acc:828283]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1312",1311,"AT4G09010","1311.1","AT4G09010","TL29","ascorbate peroxidase 4 [Source:NCBI gene (formerly Entrezgene);Acc:826480]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1313",1312,"AT4G11850","1312.1","AT4G11850","PLDGAMMA1","phospholipase D gamma 1 [Source:NCBI gene (formerly Entrezgene);Acc:826791]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1314",1313,"AT4G25900","1313.1","AT4G25900","AT4G25900","Galactose mutarotase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828696]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1315",1314,"AT4G25490","1314.1","AT4G25490","CBF1","C-repeat/DRE binding factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:828653]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1316",1315,"AT4G30710","1315.1","AT4G30710","QWRF8","QWRF motif protein (DUF566) [Source:NCBI gene (formerly Entrezgene);Acc:829194]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1317",1316,"AT4G22120","1316.1","AT4G22120","AT4G22120","ERD (early-responsive to dehydration stress) family protein [Source:NCBI gene (formerly Entrezgene);Acc:828301]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1318",1317,"AT4G19430","1317.1","AT4G19430","AT4G19430","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1319",1318,"AT4G03400","1318.1","AT4G03400","DFL2","Auxin-responsive GH3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:827938]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1320",1319,"AT4G02540","1319.1","AT4G02540","AT4G02540","Cysteine/Histidine-rich C1 domain family protein [Source:NCBI gene (formerly Entrezgene);Acc:827919]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1321",1320,"AT4G10970","1320.1","AT4G10970","AT4G10970","ribosome maturation factor [Source:NCBI gene (formerly Entrezgene);Acc:826698]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1322",1321,"AT4G00290","1321.1","AT4G00290","AT4G00290","Mechanosensitive ion channel protein [Source:NCBI gene (formerly Entrezgene);Acc:828077]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1323",1322,"AT4G26150","1322.1","AT4G26150","CGA1","cytokinin-responsive gata factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:828721]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1324",1323,"AT4G00500","1323.1","AT4G00500","AT4G00500","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827973]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1325",1324,"AT4G22710","1324.1","AT4G22710","CYP706A2","cytochrome P450, family 706, subfamily A, polypeptide 2 [Source:NCBI gene (formerly Entrezgene);Acc:828367]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1326",1325,"AT4G16860","1325.1","AT4G16860","RPP4","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:827395]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1327",1326,"AT4G27440","1326.1","AT4G27440","PORB","protochlorophyllide oxidoreductase B [Source:NCBI gene (formerly Entrezgene);Acc:828853]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1328",1327,"AT4G02170","1327.1","AT4G02170","AT4G02170","cotton fiber protein [Source:NCBI gene (formerly Entrezgene);Acc:828119]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1329",1328,"AT4G22780","1328.1","AT4G22780","ACR7","ACT domain repeat 7 [Source:NCBI gene (formerly Entrezgene);Acc:828377]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1330",1329,"AT4G34790","1329.1","AT4G34790","AT4G34790","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:829631]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1331",1330,"AT4G30720","1330.1","AT4G30720","PDE327","FAD/NAD(P)-binding oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:829195]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1332",1331,"AT4G24970","1331.1","AT4G24970","AT4G24970","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828599]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1333",1332,"AT4G30400","1332.1","AT4G30400","AT4G30400","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829163]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1334",1333,"AT4G08770","1333.1","AT4G08770","Prx37","Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826447]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1335",1334,"AT4G25640","1334.1","AT4G25640","DTX35","detoxifying efflux carrier 35 [Source:NCBI gene (formerly Entrezgene);Acc:828669]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1336",1335,"AT4G00180","1335.1","AT4G00180","YAB3","Plant-specific transcription factor YABBY family protein [Source:NCBI gene (formerly Entrezgene);Acc:827914]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1337",1336,"AT4G38560","1336.1","AT4G38560","AT4G38560","phospholipase-like protein (PEARLI 4) family protein [Source:NCBI gene (formerly Entrezgene);Acc:830013]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1338",1337,"AT4G31820","1337.1","AT4G31820","ENP","Phototropic-responsive NPH3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:829311]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1339",1338,"AT4G34220","1338.1","AT4G34220","AT4G34220","Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:829571]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
